Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
2561,2022-08-01 06:18:51,2022-08-01,06:18:51,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game, ,,feedback-and-bugs,incom bug report pendingdarkhirosrog phone gb gbthe happen main mission elev interact launch time glyce door imposs teleport start againth fight remain stuck crosshair mode game reset game
2562,2022-08-01 06:17:01,2022-08-01,06:17:01,Ghoul,"Enjoyed it very much, thanks for the opportunity to play this game early!", ,Frays,general-chat,enjoy opportun play game
2563,2022-08-01 06:13:46,2022-08-01,06:13:46,KarateEmil,"Same, I usually play games on my phone to make the time go by, however this game just kept making me turn on my phone everyday.in this play test, I had a 3 day streak where I was only playing on my phone, didn't even play on my PC", ,,general-chat,play game phone time game phone everyday play test day streak play phone play pc
2564,2022-08-01 06:36:53,2022-08-01,06:36:53,Ghoul,😄 Just messing with you ❤️, ,battlebot579,general-chat,mess
2565,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2566,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2567,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2568,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2569,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2570,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2571,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2572,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2573,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2574,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2575,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2576,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2577,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2578,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2579,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2580,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2581,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2582,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2583,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2584,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
2585,2022-08-01 06:18:51,2022-08-01,06:18:51,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game, ,,feedback-and-bugs,incom bug report pendingdarkhirosrog phone gb gbthe happen main mission elev interact launch time glyce door imposs teleport start againth fight remain stuck crosshair mode game reset game
2586,2022-08-01 06:17:01,2022-08-01,06:17:01,Ghoul,"Enjoyed it very much, thanks for the opportunity to play this game early!", ,Frays,general-chat,enjoy opportun play game
2587,2022-08-01 06:13:46,2022-08-01,06:13:46,KarateEmil,"Same, I usually play games on my phone to make the time go by, however this game just kept making me turn on my phone everyday.in this play test, I had a 3 day streak where I was only playing on my phone, didn't even play on my PC", ,,general-chat,play game phone time game phone everyday play test day streak play phone play pc
2588,2022-08-01 06:13:03,2022-08-01,06:13:03,Riggy Gaming,So far, ,,general-chat,
2589,2022-08-01 06:36:48,2022-08-01,06:36:48,battlebot579,It will be when I get my hands on it, ,shayanjoon,general-chat,hand
2590,2022-08-01 06:36:22,2022-08-01,06:36:22,shayanjoon,Best mobile game i've played!, ,,general-chat,mobil game play
2591,2022-08-01 06:36:15,2022-08-01,06:36:15,battlebot579,"Just bc I didnt play doesnt mean I dont know, the trailers showed plenty, plus I saw little snippets from the footage I reported to James, cant confirm it breaks NDA unless I boot it up for the two seconds it takes to go, ah yep theres you player ID kekw", ,Ghoul,general-chat,bc play trailer plenti snippet footag report jame confirm break nda boot take yep player kekw
2592,2022-08-01 06:33:41,2022-08-01,06:33:41,Cafearmuire,"Please remind me: Now that the  server is closed, we have to un-install the game right?", ,,ask-the-team,remind server close uninstal game
2593,2022-08-01 06:33:35,2022-08-01,06:33:35,battlebot579,Div 3 will be like hitman 3 where you get a new story but they also rework the older mechanics (and include the original games as a dlc), ,,general-chat,div hitman stori rework mechan origin game dlc
2594,2022-08-01 06:33:31,2022-08-01,06:33:31,catnip,"nah, this is div 0.5, we're a 1st wave agent but past the main events", ,,general-chat,nah div st wave agent main event
2595,2022-08-01 06:33:13,2022-08-01,06:33:13,Ghoul,"you dont know, you didnt play", ,battlebot579,general-chat,play
2596,2022-08-01 06:32:43,2022-08-01,06:32:43,Ghoul,"I dont mind spending some cash on games. But more often then not it's an endless money pit where only the ""whales"" can invest enough to be #1", ,,general-chat,mind spend cash game endless money pit whale invest
2597,2022-08-01 06:32:37,2022-08-01,06:32:37,battlebot579,This is a bit of a div 0, ,catnip,general-chat,bit div
2598,2022-08-01 06:31:28,2022-08-01,06:31:28,battlebot579,"I dont spend on things within games I can get for free, but that is the luxury of siege and the division games", ,catnip,general-chat,spend game free luxuri sieg divis game
2599,2022-08-01 06:31:09,2022-08-01,06:31:09,catnip,"div3 should be div0, be about 1st wave with ability to go rogue", ,,general-chat,div div st wave abil rogu
2600,2022-08-01 06:30:15,2022-08-01,06:30:15,battlebot579,"Also, if they do stack it that could have a knock on effect with div universe and prospects of a div 3", ,Ghoul,general-chat,stack knock div univers prospect div
2601,2022-08-01 06:30:06,2022-08-01,06:30:06,catnip,"maybe i shouldn't say it, especially at this early stage, but this game already feels like something i'd be willing to put some money into", ,,general-chat,stage game feel money
2602,2022-08-01 06:29:33,2022-08-01,06:29:33,catnip,"thanks, i can't wait", ,,general-chat,wait
2603,2022-08-01 06:28:53,2022-08-01,06:28:53,Ghoul,"Yes, agreed. And the Division is simply not as popular as Diablo, they playerbase will abandon it if the P2W is too strong in this game", ,battlebot579,general-chat,agre divis simpli popular diablo playerbas abandon strong game
2604,2022-08-01 06:28:18,2022-08-01,06:28:18,battlebot579,  what I reckon, ,catnip,general-chat,reckon
2605,2022-08-01 06:27:15,2022-08-01,06:27:15,battlebot579,"Hopefully it will be typical division style, and they will not make it a p2w gameI can tell you now this game will lose all respect it has right now if it turns out anything like diablo or marvel future revolution", ,Ghoul,general-chat,typic divis style gamei game lose respect diablo marvel futur revolut
2606,2022-08-01 06:27:13,2022-08-01,06:27:13,Cafearmuire,"Enjoyed it very much. Although the game seems to crash when you're in the open world or the different base of operations, the checkpoint system the game is based on prevent you from losing your progression. I hope the the stability will be fixed.Although the control system doesn't allow a rush approach during mission, being a slow and careful player, it didn't bother me at all.Thanks for this opportunity to play the game early and I hope you make the beta version available to test.", ,,general-chat,enjoy game crash base oper checkpoint system game base prevent lose progress hope stabil fix control system rush approach mission slow care player bother opportun play game hope beta version test
2607,2022-08-01 06:27:03,2022-08-01,06:27:03,catnip,"guys, i need another alpha, when?!?!", ,,general-chat,guy alpha
2608,2022-08-01 06:19:45,2022-08-01,06:19:45,Ghoul,"But in all honesty, i hope you don't over monetize this end-game like Immortal. And make it bearable for us F2P players", ,,general-chat,honesti hope monet endgam immort bearabl player
2609,2022-08-01 06:18:51,2022-08-01,06:18:51,Ðarkhirøs,2 incoming bug reports pendingdarkhirosrog phone 3 12gb 512gbthe first one happened during the main mission at one point I had to open an elevator to go down and an interaction was to launch at the same time and that my glyce in the doors and impossible to go out apart by teleporting to another place and start all over againthe 2nd during a fight I remained stuck in crosshair mode the whole game until I reset the game, ,,feedback-and-bugs,incom bug report pendingdarkhirosrog phone gb gbthe happen main mission elev interact launch time glyce door imposs teleport start againth fight remain stuck crosshair mode game reset game
2610,2022-08-01 06:17:01,2022-08-01,06:17:01,Ghoul,"Enjoyed it very much, thanks for the opportunity to play this game early!", ,Frays,general-chat,enjoy opportun play game
