发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-07-29 01:28:17,2022-07-29,01:28:17,Gab,Let me check, ,,general-chat
2022-07-29 01:28:11,2022-07-29,01:28:11,perry.bad,Will there be VOIP ingame for release?, ,,ask-the-team
2022-07-29 01:16:32,2022-07-29,01:16:32,𝙏𝙝𝙚 𝘽𝙤𝙬𝙚𝙧𝙚𝙙 [𝙉𝙇], , ,,general-chat
2022-07-29 01:11:14,2022-07-29,01:11:14,battlebot579,can I get some oversight  , ,,general-chat
2022-07-29 01:10:58,2022-07-29,01:10:58,battlebot579,"I am sceptical whether this is allowed, technically the rule is no pictures whatsoever", ,TheCrusader,general-chat
2022-07-29 01:07:11,2022-07-29,01:07:11,Helios,thats *illegal*!!!, ,TheCrusader,general-chat
2022-07-29 00:59:12,2022-07-29,00:59:12,LukeD,A lot :), ,NitroQ,ask-the-team
2022-07-29 00:55:21,2022-07-29,00:55:21,NitroQ,How many users have been accepted to play?, ,,ask-the-team
2022-07-29 00:47:36,2022-07-29,00:47:36,matr0,"Me too, I'm trying after a couple of days, few crashes before, can't really proceed today: after a few seconds of gaming, boom. OnePlus 9 Pro, lvl6", ,Replica 99™ 😵,feedback-and-bugs
2022-07-29 00:24:10,2022-07-29,00:24:10,flashyboy82,"Yeah for sure, I'll be happy if there's legendary missions that I can make a solo build for haha.", ,,general-chat
2022-07-29 00:23:04,2022-07-29,00:23:04,Blexdark,😎, ,,general-chat
2022-07-29 00:22:18,2022-07-29,00:22:18,TheCrusader,"Can't wait for this game to release, this will be as good as 1 and 2", ,,general-chat
2022-07-29 00:21:46,2022-07-29,00:21:46,TheCrusader,Ikr I just muck about and do my levels, ,,general-chat
2022-07-29 00:20:57,2022-07-29,00:20:57,flashyboy82,Been messing about with snipers just now doing my last 2 commendations that bores me I hate going slow lol, ,,general-chat
2022-07-29 00:20:50,2022-07-29,00:20:50,TheCrusader,Nice, ,,general-chat
2022-07-29 00:20:30,2022-07-29,00:20:30,flashyboy82,"The build I'm running is a mix just now, tears through armor with my lvoa lol", ,,general-chat
2022-07-29 00:20:16,2022-07-29,00:20:16,TheCrusader,"What do you run as a none exotic? I do LVOA, amazing rifle", ,,general-chat
2022-07-29 00:19:38,2022-07-29,00:19:38,TheCrusader,Go for a 4 peice fury if you want a crit build, ,,general-chat
2022-07-29 00:19:18,2022-07-29,00:19:18,TheCrusader,Haha yeah rngesus is a bugger, ,,general-chat
2022-07-29 00:18:57,2022-07-29,00:18:57,flashyboy82,I don't know how many times I've ran that mission lol. I've ran it solo back to back for an hour then in groups and the bloody thing just doesn't want to drop. RNGesus isn't in my favour any more lol, ,TheCrusader,general-chat
2022-07-29 00:18:44,2022-07-29,00:18:44,TheCrusader,Due to NDA I can't show more but I'm sure you'll know this is what you'll see, ,,general-chat
2022-07-29 00:17:53,2022-07-29,00:17:53,TheCrusader,"You'll get it mate, lady liberty mission is quickest", ,,general-chat
2022-07-29 00:17:51,2022-07-29,00:17:51,flashyboy82,"For sure, I'll be about over the weekend quite abit before it ends lol", ,TheCrusader,general-chat
2022-07-29 00:17:34,2022-07-29,00:17:34,TheCrusader,"Nice, I have 2 of each", ,,general-chat
2022-07-29 00:17:17,2022-07-29,00:17:17,flashyboy82,"Diamondback eludes me, I've had bullet King and lady death several times but nit one diamond back lol", ,TheCrusader,general-chat
2022-07-29 00:14:05,2022-07-29,00:14:05,TheCrusader,"How many exotics you got anyway?, You have all of each atleast?", ,flashyboy82,general-chat
2022-07-29 00:14:00,2022-07-29,00:14:00,Blexdark,agreed, ,Olli-N,feedback-and-bugs
2022-07-29 00:13:49,2022-07-29,00:13:49,TheCrusader,"Yeah I only do one to two runs unfortunately due to phone overheating so if I drop out it's either I'm going or it's over heated, look forward to seeing you on the battlefield again", ,,general-chat
2022-07-29 00:13:03,2022-07-29,00:13:03,flashyboy82,Yeah it's been good you're one of the agents I frequently see join me for the grind haha, ,TheCrusader,general-chat
2022-07-29 00:12:36,2022-07-29,00:12:36,D3LT4_Moody,Awesome 👌, ,flashyboy82,general-chat
2022-07-29 00:12:26,2022-07-29,00:12:26,flashyboy82,I have the div 1 and div 2 launch memorabilia statues of the agents along with all my destiny merchandise as well lol. I'm just a big kid at heart, ,,general-chat
2022-07-29 00:11:56,2022-07-29,00:11:56,TheCrusader,"I'm good, every time I see you running a heroic I try joining and I often see you in BoO", ,,general-chat
2022-07-29 00:11:32,2022-07-29,00:11:32,flashyboy82,How's it going mate, ,TheCrusader,general-chat
2022-07-29 00:11:17,2022-07-29,00:11:17,flashyboy82,, ,,general-chat
2022-07-29 00:11:10,2022-07-29,00:11:10,TheCrusader,"  yo flash, what's up", ,flashyboy82,general-chat
2022-07-29 00:08:19,2022-07-29,00:08:19,D3LT4_Moody,"Awesome 👌, you got a picture? I know, I was looking for one to add to my collection, but I am too poor to buy one xD", ,flashyboy82,general-chat
2022-07-29 00:06:31,2022-07-29,00:06:31,flashyboy82,I have the original agent watch from the sleeper agent edition of div1. Its a bit of merch I will never wear lol memorabilia plus have you seen how much they go for on ebay crazy money haha, ,D3LT4_Moody,general-chat
2022-07-29 00:03:53,2022-07-29,00:03:53,D3LT4_Moody,"Ok, Good luck", ,TheCrusader,general-chat
2022-07-29 00:03:06,2022-07-29,00:03:06,TheCrusader,Yeah I'm on holiday there was no option for confirming it's me, ,D3LT4_Moody,general-chat
2022-07-28 23:46:58,2022-07-28,23:46:58,D3LT4_Moody,"@ ubi guys Is there any chance ubi will ever partner with a watch / smartwatch maker to make ""official"" shd watch? Would be awesome. Or is the market for that to small?", ,,general-chat
2022-07-28 23:44:37,2022-07-28,23:44:37,D3LT4_Moody,It is so far the best thing I have found for the watch I have to give me active agent feeling 😌, ,battlebot579,general-chat
2022-07-28 23:43:40,2022-07-28,23:43:40,D3LT4_Moody,"Probably not, it's probably turned up right now because that's basically the only way to get drops right now + so we can get more stuff sooner to test and play around 😊", ,PorterEva,ask-the-team
2022-07-28 23:41:26,2022-07-28,23:41:26,D3LT4_Moody,Ok 👍  😁, ,battlebot579,general-chat
2022-07-28 23:40:52,2022-07-28,23:40:52,battlebot579,"it isnt your product so it wouldnt be advertising, I was just joking about it bc I have been looking for a shd watch forever, but I have a watch (a normal one) nowIf anybody is interested you should share in direct messages", ,D3LT4_Moody,general-chat
2022-07-28 23:39:23,2022-07-28,23:39:23,D3LT4_Moody,"Am I allowed to share the links here? It's not my product, so would it be advertisement?", ,battlebot579,general-chat
2022-07-28 23:36:48,2022-07-28,23:36:48,PorterEva,not being able to make a stickmen is like not being able to take cover in a cover shooter. it's just... eh?, ,,general-chat
2022-07-28 23:35:04,2022-07-28,23:35:04,PorterEva,i can't even use blender completly lmao, ,,general-chat
2022-07-28 23:34:42,2022-07-28,23:34:42,PorterEva,i can't model in blender/unity., ,,general-chat
2022-07-28 23:34:33,2022-07-28,23:34:33,PorterEva,"i can't draw a eye, that's more complex", ,,general-chat
2022-07-28 23:34:24,2022-07-28,23:34:24,Frays,exactly, ,,general-chat
2022-07-28 23:34:02,2022-07-28,23:34:02,PorterEva,how bad can you make a stickmen? it's just lines and a round object, ,,general-chat
2022-07-28 23:33:11,2022-07-28,23:33:11,PorterEva,will the gear drops be so high i can hear a loot drop after each kill at launch?, ,,ask-the-team
2022-07-28 23:32:59,2022-07-28,23:32:59,Frays,I can't even make proper stickmen, ,,general-chat
2022-07-28 23:32:53,2022-07-28,23:32:53,Frays,trust me I shouldn't, ,,general-chat
2022-07-28 23:32:12,2022-07-28,23:32:12,Ghoul,Frays should make one and for free as a promo 😄, ,,general-chat
2022-07-28 23:31:43,2022-07-28,23:31:43,Ghoul,Sorry too expensive 😄, ,,general-chat
2022-07-28 23:31:36,2022-07-28,23:31:36,Ghoul,1.15€ in ga;axy store 😄, ,battlebot579,general-chat
2022-07-28 23:26:24,2022-07-28,23:26:24,battlebot579,gib, ,D3LT4_Moody,general-chat
2022-07-28 23:21:51,2022-07-28,23:21:51,Frays,cheaper + lighter, ,,general-chat
2022-07-28 23:21:32,2022-07-28,23:21:32,Ghoul,Why the lite 🤮, ,,general-chat
2022-07-28 23:21:14,2022-07-28,23:21:14,Frays,I have a Switch lite 😐, ,,general-chat
2022-07-28 23:20:57,2022-07-28,23:20:57,Ghoul,"I like the switch, but im a bit of a ninetndo fanboy 😄", ,,general-chat
2022-07-28 23:20:39,2022-07-28,23:20:39,Ghoul,PRo controller for Switch is pretty good 🙂, ,,general-chat
2022-07-28 23:20:06,2022-07-28,23:20:06,Frays,I don't even have big hands, ,,general-chat
2022-07-28 23:19:57,2022-07-28,23:19:57,Frays,"yeah, while the vita is the perfect size", ,,general-chat
2022-07-28 23:19:57,2022-07-28,23:19:57,Ghoul,https://tenor.com/view/switch-gif-20243361, ,,general-chat
2022-07-28 23:19:33,2022-07-28,23:19:33,Riggy Gaming,Oof, ,Frays,general-chat
2022-07-28 23:19:24,2022-07-28,23:19:24,Riggy Gaming,It was meant to be a sequel to the Vita but they scrapped it after 2 years of development 😅, ,,general-chat
2022-07-28 23:19:09,2022-07-28,23:19:09,Frays,I have cramps in my hands after one game of mario striker, ,,general-chat
2022-07-28 23:18:57,2022-07-28,23:18:57,Frays,"It's really an amazing little console, and it isn't as painful to play with than my switch", ,,general-chat
2022-07-28 23:18:46,2022-07-28,23:18:46,Riggy Gaming,They were meant to make another portable console but they cancelled that project, ,,general-chat
2022-07-28 23:18:28,2022-07-28,23:18:28,Frays,ouch, ,,general-chat
2022-07-28 23:18:14,2022-07-28,23:18:14,Riggy Gaming,"I broke mine after the initial few months of having it, got it fixed then it broke again cos of the left joystick wouldn't work and then I fixed it and they stopped supporting 😅", ,,general-chat
2022-07-28 23:16:44,2022-07-28,23:16:44,Riggy Gaming,100%, ,Frays,general-chat
2022-07-28 23:15:17,2022-07-28,23:15:17,D3LT4_Moody,Their smartwatch faces you can get on the play store. I use them on my watch :D, ,JohnnyPlays91,general-chat
2022-07-28 23:14:15,2022-07-28,23:14:15,JohnnyPlays91,"Those look neat, where to get them?", ,D3LT4_Moody,general-chat
2022-07-28 23:11:18,2022-07-28,23:11:18,Sternitzky,It's like organ donation in a different way. It helps the living to survive., ,,ask-the-team
2022-07-28 22:54:35,2022-07-28,22:54:35,Gregg2G,Yeah it's a mobile game so it definitely will never be on the same difficulty level as the PC games, ,,feedback-and-bugs
2022-07-28 22:49:47,2022-07-28,22:49:47,D3LT4_Moody,"Lelz, Are you on vacation? Should ubi just ask when there's a new login if it is actually you, instead of reseting it?", ,TheCrusader,general-chat
2022-07-28 22:33:25,2022-07-28,22:33:25,flashyboy82,I also understand how the npc levelling works in  division games I am a day 1 vet, ,,feedback-and-bugs
2022-07-28 22:32:46,2022-07-28,22:32:46,flashyboy82,Well I'm lvl 25 and running in a group or solo in missions my level or higher they are still a walk in the park. Maybe to do with my build though as I've upgraded my mods etc as much as I can, ,Gregg2G,feedback-and-bugs
2022-07-28 22:18:00,2022-07-28,22:18:00,TheCrusader,Bruh apparently my account is compromised just because I'm in a different country compared to my Xbox ubisoft account and I have to reset it bruh, ,,general-chat
2022-07-28 22:17:02,2022-07-28,22:17:02,D3LT4_Moody,"I don't mind, I'll be dead then xD", ,Ghoul,ask-the-team
2022-07-28 22:08:31,2022-07-28,22:08:31,Gregg2G,only works with their controller tho, ,,general-chat
2022-07-28 22:08:11,2022-07-28,22:08:11,Gregg2G,gamesir actually has a switch emulator for android that works quite well, ,Jord,general-chat
2022-07-28 22:04:05,2022-07-28,22:04:05,Jord,Pretty much yeah 😊, ,,general-chat
2022-07-28 22:03:47,2022-07-28,22:03:47,LukeD,Oh so it's Craig Schindler?, ,Jord,general-chat
2022-07-28 22:03:35,2022-07-28,22:03:35,Frays,ye, ,,general-chat
2022-07-28 22:03:28,2022-07-28,22:03:28,Jord,Just some random dude with a list, ,LukeD,general-chat
2022-07-28 22:03:20,2022-07-28,22:03:20,PorterEva,I'LL TAKE YOUR ENTIRE STOCK, ,,general-chat
2022-07-28 22:03:06,2022-07-28,22:03:06,LukeD,Lol, ,,general-chat
2022-07-28 22:03:01,2022-07-28,22:03:01,LukeD,Who's Craig?, ,Frays,general-chat
2022-07-28 22:02:53,2022-07-28,22:02:53,PorterEva,"it's a loading screen everyone can see lol, i doubt you break NDA", ,,general-chat
2022-07-28 22:01:14,2022-07-28,22:01:14,Ghoul,#randomfact, ,,ask-the-team
2022-07-28 22:01:02,2022-07-28,22:01:02,Ghoul,They dont care, ,,ask-the-team
2022-07-28 22:00:58,2022-07-28,22:00:58,Ghoul,"Did you know that when you die, your cat will start eating your corpse sooner then a dog will?", ,,ask-the-team
2022-07-28 21:57:39,2022-07-28,21:57:39,Gregg2G,Depends who started the mission. The enemies strength is based on the level of the person that started it. So if you're lvl 27 and join a level 21 heroic it's ezpz, ,flashyboy82,feedback-and-bugs
2022-07-28 21:54:32,2022-07-28,21:54:32,Frays,"This isn't Craigslist, do not sell stuff here please 😛", ,,general-chat
2022-07-28 21:54:26,2022-07-28,21:54:26,Gregg2G,I have one I haven't used in years lol, ,,general-chat
2022-07-28 21:54:15,2022-07-28,21:54:15,Jord,And ol cod, ,,general-chat
2022-07-28 21:54:10,2022-07-28,21:54:10,Gregg2G,how much you payin, ,,general-chat
2022-07-28 21:54:06,2022-07-28,21:54:06,Jord,Need my resistance game again, ,,general-chat
2022-07-28 21:53:56,2022-07-28,21:53:56,Jord,👀im gonna buy one, ,,general-chat
2022-07-28 21:53:41,2022-07-28,21:53:41,Frays,Got an OLED w/ 3G for under $100 inc s&h 😄, ,,general-chat
2022-07-28 21:53:40,2022-07-28,21:53:40,Zycore,"I love D1, shall the player base is so small not compared to the good old days.", ,,other-division-games
2022-07-28 21:53:20,2022-07-28,21:53:20,Jord,I miss mine ☹️, ,,general-chat
2022-07-28 21:53:02,2022-07-28,21:53:02,Frays,I love mine, ,,general-chat
2022-07-28 21:52:30,2022-07-28,21:52:30,Jord,YESSSS I will never forgive sony for stopping support for it The vita could have been something amazing, ,Frays,general-chat
2022-07-28 21:51:52,2022-07-28,21:51:52,Frays,The vita is the better switch anyway 😉, ,,general-chat
2022-07-28 21:51:17,2022-07-28,21:51:17,Jord,Emulates better too, ,,general-chat
2022-07-28 21:50:31,2022-07-28,21:50:31,flashyboy82,"Thats the way I feel about my razer kishi, looks like a better switch and your phone even runs better than a switch lol", ,,general-chat
2022-07-28 21:49:10,2022-07-28,21:49:10,Jord,Looks like a better switch, ,catnip,general-chat
2022-07-28 21:47:12,2022-07-28,21:47:12,D3LT4_Moody,, ,,general-chat
2022-07-28 21:47:07,2022-07-28,21:47:07,catnip,"i hope this doesn't break the nda, but gamesir x2 has been really great to play this game", ,,general-chat
2022-07-28 21:47:04,2022-07-28,21:47:04,D3LT4_Moody,Should I go agent orange on my watch or Rouge red?, ,,general-chat
2022-07-28 21:44:30,2022-07-28,21:44:30,Jord,Oh yeah theres tons of these Glad somebody else caught it, ,AdminMas7er,feedback-and-bugs
2022-07-28 21:43:30,2022-07-28,21:43:30,Frays,"Sure, feel free to send me the screenshots", ,AdminMas7er,feedback-and-bugs
2022-07-28 21:42:55,2022-07-28,21:42:55,AdminMas7er,"Ingame Character name: StefanDevice Information: Sony Xperia 5 II-Android 12Issue: Interactable objects which cannot be interacted withType:Gameplay, Enviroment, UIDescription:On some locations on the map (like around some supply run events), there some small bags which are highlighted in orange and the interact button shows, but when I press it, the game tells me ""You cannot interact with this object anymore""Result:Object is highlited but I cannot interact it withExpected result:interaction with said object is successfulSteps to reproduce:the best spot is a supply run near the settlement, you will see a red bag in the area, if you approach it, it will highlight in orange as if it was intersctable, pressing the button does nothing (screenshots will be provided in the DM of an admin)", ,,feedback-and-bugs
